ID;q_mean;runoff_ratio;stream_elas;slope_fdc;baseflow_index_ladson;baseflow_index_lfstat;hfd_mean;Q5;Q95;high_q_freq;high_q_dur;low_q_freq;low_q_dur;zero_q_freq
283;0.78;0.29;1.938;2.057;0.578;0.57;186.65;0.158;2.172;5.75;2.212;17.8;7.911;0
284;0.793;0.29;1.818;2.26;0.598;0.593;181.4;0.154;2.236;4;2.286;20.7;5.671;0
285;1.328;0.474;1.758;1.882;0.635;0.646;194.85;0.351;3.712;3.8;2.621;6.85;7.611;0
286;1.074;0.384;1.628;1.791;0.655;0.666;189.65;0.285;2.885;3.15;2.864;4.6;7.667;0
287;0.932;0.34;1.46;1.98;0.629;0.618;182.8;0.215;2.65;3.65;2.607;9.05;6.464;0
288;0.822;0.293;0.702;0.949;0.753;0.734;181.1;0.399;1.567;1.2;1.412;0;0;0
289;1.184;0.416;1.876;1.818;0.663;0.668;187.4;0.318;3.146;1.65;3;5.35;5.095;0
290;1.105;0.38;1.965;1.883;0.655;0.66;185.2;0.268;3.041;3.15;3.316;6.65;4.75;0
291;1.11;0.401;1.52;1.686;0.642;0.639;185.25;0.284;2.99;3.3;3.474;7.7;4.529;0
292;0.913;0.352;1.173;2.014;0.61;0.59;173.9;0.212;2.471;4.3;2.529;10.05;4.188;0
293;1.18;0.46;1.377;1.842;0.647;0.627;184.15;0.331;3.129;2.5;2.5;1.95;2.167;0
294;3.417;0.857;1.245;2.376;0.542;0.489;200.85;0.794;10.244;4.3;1.654;7.8;7.091;0
295;;;;;;;;;;;;;;
296;;;;;;;;;;;;;;
297;3.475;0.887;1.42;1.941;0.601;0.561;196.3;1.015;9.329;2.9;1.568;0.1;2;0
298;;;;;;;;;;;;;;
299;1.207;0.381;1.136;1.936;0.509;0.438;166.95;0.246;3.578;7.1;1.651;16.9;3.101;0
300;2.538;0.707;1.011;1.894;0.595;0.545;187.85;0.775;6.721;3.8;1.689;0.1;2;0
301;2.712;0.689;1.581;2.243;0.589;0.571;200.85;0.616;8.545;3.7;2.741;9.05;4.892;0
302;3.669;0.918;1.246;1.906;0.596;0.565;195.6;1.073;10.98;2.4;1.455;0.65;3.25;0
303;3.05;0.794;0.872;1.613;0.631;0.607;192.95;0.926;8.537;2.9;1.657;0.95;19;0
304;3.307;0.837;1.553;1.922;0.641;0.622;193.95;1.067;8.576;2.1;1.615;0.2;4;0
305;2.417;0.629;1.407;1.613;0.649;0.62;181.5;0.77;6.212;2.2;1.76;2.55;4.25;0
306;2.043;0.553;1.32;2.275;0.516;0.458;182.5;0.325;6.122;6.05;1.921;37.2;6.889;0
307;;;;;;;;;;;;;;
308;1.847;0.548;1.5;2.976;0.409;0.325;167.15;0.154;6.759;15.25;1.968;83.15;8.707;0
309;;;;;;;;;;;;;;
310;1.557;0.463;1.866;2.251;0.531;0.474;170.7;0.283;4.599;5.6;1.75;25.4;6.12;0
311;2.339;0.65;1.049;1.771;0.65;0.623;183.65;0.735;5.671;1.95;1.56;0;0;0
312;0.968;0.381;1.99;1.441;0.647;0.614;180.55;0.316;2.462;4.5;1.698;3.4;7.556;0
313;0.659;0.26;1.678;1.626;0.652;0.625;181.75;0.222;1.725;2.75;2.292;0.4;1.143;0
314;1.689;0.494;1.111;1.142;0.804;0.802;205.2;0.843;3.099;0;0;0;0;0
315;1.286;0.408;1.976;1.943;0.506;0.456;177.85;0.219;3.389;7.45;1.552;29.45;6.402;0
316;1.166;0.371;1.774;2.432;0.464;0.407;169.25;0.121;3.957;10.45;1.833;62.1;8.013;0
317;0.916;0.315;2.241;1.592;0.587;0.555;174.05;0.171;2.232;4.55;1.596;22.65;8.389;0
318;3.488;0.924;1.43;1.676;0.622;0.588;185.4;1.153;9.081;3.25;1.548;0.25;2.5;0
319;;;;;;;;;;;;;;
320;1.943;0.583;1.344;1.863;0.586;0.555;180.7;0.5;5.467;3.75;1.63;3.1;4.429;0
321;0.613;0.242;1.846;1.976;0.593;0.565;179.45;0.107;1.723;5.45;1.946;26.8;6.233;0
322;0.291;0.117;1.089;0.992;0.759;0.748;197.9;0.132;0.579;1.6;2.462;0.1;2;0
323;1.684;0.494;1.089;1.13;0.802;0.798;205.55;0.81;3.076;0;0;0;0;0
324;;;;;;;;;;;;;;
325;2.726;0.738;1.17;1.495;0.675;0.668;186.25;0.999;6.641;1.85;1.542;0;0;0
326;2.343;0.644;0.539;0.979;0.894;0.961;203.1;1.166;4.253;0;0;0;0;0
327;;;;;;;;;;;;;;
328;2.277;0.648;1.02;1.215;0.757;0.773;188.25;1.017;4.709;1.3;1.529;0;0;0
329;;;;;;;;;;;;;;
330;1.888;0.61;1.458;1.55;0.662;0.648;186.2;0.651;4.729;2.95;2.185;0;0;0
331;1.485;0.509;0.91;1.484;0.651;0.637;184.95;0.482;3.709;2.85;1.676;0.6;3;0
332;1.764;0.556;1.316;1.281;0.708;0.705;185.85;0.692;4.057;1.9;1.81;0;0;0
333;;;;;;;;;;;;;;
334;1.133;0.393;2.077;2.022;0.596;0.562;183.2;0.251;3.483;5.9;2.458;11.35;4.127;0
335;0.72;0.27;2.497;2.161;0.61;0.598;186.45;0.124;2.018;3.95;3.038;26.8;6.537;0
336;0.825;0.302;2.345;1.751;0.645;0.627;190.05;0.184;2.226;3;3.158;12.65;4.774;0
337;0.873;0.318;3.243;1.762;0.61;0.579;198.15;0.166;2.304;6;2.553;22.1;6.8;0
338;0.703;0.263;3.238;1.812;0.62;0.585;191.6;0.163;2.003;5.3;3.312;9.9;4.5;0
339;0.629;0.245;2.407;2.127;0.689;0.718;187.5;0.239;1.44;2.35;4.7;0;0;0
340;0.249;0.124;2.76;1.463;0.595;0.565;177.5;0.051;0.657;5.6;2.872;16.9;4.694;0
341;;;;;;;;;;;;;;
342;0.54;0.223;2.495;2.183;0.688;0.715;188.85;0.204;1.273;2.05;4.1;0;0;0
343;0.546;0.222;3.184;1.377;0.666;0.648;191.85;0.152;1.311;3.9;3.391;5.5;3.667;0
344;0.726;0.312;1.801;1.959;0.515;0.475;186.25;0.107;2.126;9.6;2.783;45.85;9.755;0
345;0.504;0.222;1.921;2.032;0.539;0.505;185.35;0.068;1.437;8.3;2.594;44.6;8.495;0
346;0.553;0.247;1.838;2.238;0.561;0.535;189.45;0.075;1.624;6.65;2.463;43.4;9.137;0
347;0.395;0.186;1.653;1.979;0.603;0.584;192.35;0.043;1.043;6.35;2.442;51.8;10.571;0
348;0.506;0.256;1.142;2.1;0.605;0.574;189.7;0.078;1.366;6.4;2.37;29.1;5.65;0
349;0.109;0.059;2.354;1.527;0.707;0.7;191.85;0.026;0.294;3.55;2.367;10.35;4.312;0
350;0.089;0.049;1.42;1.279;0.757;0.738;184.35;0.031;0.195;1.35;1.588;0.45;3;0
351;;;;;;;;;;;;;;
352;0.391;0.2;2.112;2.545;0.605;0.609;192.1;0.021;1.115;6.8;2.957;56.65;8.852;0.021
354;;;;;;;;;;;;;;
355;0.551;0.266;2.161;1.941;0.588;0.557;188.95;0.122;1.591;7.05;2.136;9.75;4.643;0
356;1.084;0.456;2.126;3.479;0.43;0.377;179.95;0.046;3.668;17.25;3.026;115.75;11.348;0
357;0.765;0.326;1.614;2.345;0.505;0.468;179.2;0.109;2.384;10.4;2.667;46;9.684;0
358;;;;;;;;;;;;;;
359;0.978;0.372;1.706;1.583;0.602;0.584;183.05;0.266;2.697;5.55;2.056;3.7;4.353;0
360;0.879;0.336;1.418;1.369;0.652;0.636;184.3;0.288;2.192;3.5;1.707;0;0;0
361;0.413;0.19;1.544;1.98;0.618;0.608;181.55;0.085;1.208;5.2;2.213;17;7.556;0
363;0.323;0.156;0.957;1.563;0.652;0.607;201.7;0.078;0.853;1.568;1.348;12.895;2.931;0.007
364;0.672;0.294;0.788;1.234;0.733;0.728;181.9;0.269;1.492;1.6;1.6;0;0;0
366;1.764;0.559;0.702;0.983;0.747;0.752;183.4;0.852;3.956;1.5;1.765;0;0;0
367;;;;;;;;;;;;;;
368;1;0.341;0.735;1.08;0.771;0.784;185.1;0.439;2.141;0.85;1.889;0;0;0
370;0.74;0.26;0.911;1.161;0.774;0.793;184.55;0.302;1.603;1.1;2;0.05;1;0
371;1.283;0.515;0.846;0.647;0.884;0.917;178.9;0.796;2.088;0;0;0;0;0
372;;;;;;;;;;;;;;
373;1.592;0.479;1.082;1.126;0.805;0.805;204.6;0.799;2.923;0;0;0;0;0
374;;;;;;;;;;;;;;
375;;;;;;;;;;;;;;
376;;;;;;;;;;;;;;
377;1.019;0.38;1.583;1.868;0.618;0.605;196.7;0.252;2.629;3.6;2.483;8.15;5.821;0
378;0.753;0.295;2.108;2.177;0.612;0.608;190.2;0.149;2.137;5.9;3.933;19.3;4.595;0
379;;;;;;;;;;;;;;
380;;;;;;;;;;;;;;
381;0.601;0.271;1.911;2.557;0.556;0.555;176.75;0.059;1.909;6.9;3.943;58.65;7.872;0
382;;;;;;;;;;;;;;
383;0.565;0.241;2.143;3.093;0.507;0.486;174.45;0.053;1.88;12.9;3.185;82.7;8.845;0
384;;;;;;;;;;;;;;
385;;;;;;;;;;;;;;
386;0.419;0.206;2.52;2.526;0.594;0.584;165.95;0.061;1.266;8;4.211;40.1;6.797;0
387;0.452;0.216;2.575;2.279;0.578;0.568;168.75;0.071;1.389;7.8;3.391;34.85;6.279;0
388;;;;;;;;;;;;;;
389;0.345;0.171;2.2;1.182;0.638;0.578;185.15;0.115;1.163;4.45;5.235;0.35;1.75;0
390;0.175;0.095;2.298;1.372;0.672;0.649;173.65;0.04;0.434;3.55;2.29;14.25;5.938;0
391;;;;;;;;;;;;;;
392;;;;;;;;;;;;;;
393;;;;;;;;;;;;;;
394;0.348;0.171;1.276;1.927;0.672;0.688;175.85;0.085;0.944;2;10;8.8;7.333;0
395;0.12;0.065;3.545;1.796;0.787;0.781;184;0.04;0.243;1.25;1.786;1.15;3.286;0
396;0.118;0.064;1.699;1.282;0.774;0.764;178.5;0.049;0.256;0.7;1.556;0;0;0
397;0.338;0.167;1.283;1.943;0.674;0.683;176.1;0.085;0.897;2.35;7.833;8.35;10.438;0
398;0.129;0.069;0.58;0.762;0.796;0.778;181.8;0.064;0.237;0.45;1;0;0;0
399;;;;;;;;;;;;;;
401;1.696;0.51;1.52;1.538;0.655;0.647;188.15;0.578;4.44;3.3;2.357;0;0;0
402;2.141;0.618;1.042;1.816;0.624;0.593;204.35;0.642;5.818;3.3;1.941;0.15;3;0
403;1.938;0.576;1.038;1.705;0.646;0.622;194.8;0.628;5.091;3.25;2.167;0;0;0
404;1.641;0.497;1.307;1.521;0.718;0.713;202.05;0.644;3.942;1.4;1.75;0;0;0
405;1.037;0.34;1.244;1.299;0.797;0.831;194.2;0.399;2.16;0.35;1.75;0.45;3;0
406;0.828;0.272;1.642;1.527;0.768;0.797;193.9;0.27;1.883;0.05;1;2;5;0
407;;;;;;;;;;;;;;
408;1.049;0.377;1.496;1.502;0.768;0.784;209;0.425;2.414;0.4;1.6;0;0;0
409;0.966;0.323;1.471;1.391;0.765;0.767;207.15;0.38;2.2;0.7;4.667;0.1;1;0
410;;;;;;;;;;;;;;
411;0.434;0.171;2.363;1.776;0.707;0.686;187.3;0.103;1.065;1.6;2;12.3;4.1;0.001
412;0.738;0.266;2.107;1.437;0.779;0.791;206;0.302;1.603;0.8;5.333;0.05;1;0
413;;;;;;;;;;;;;;
414;0.202;0.068;5.575;;0.324;0.243;228.3;0;0.976;153.1;18.226;239.7;26.782;0.581
415;0.201;0.076;1.09;1.608;0.813;0.801;190.55;0.064;0.449;0;0;3.2;2;0
416;0.187;0.07;1.191;2.12;0.876;0.897;189.7;0.023;0.512;0;0;41.4;12.358;0
422;0.571;0.199;1.801;1.072;0.759;0.755;200.95;0.211;1.341;1.35;2.077;0.9;2.571;0
423;0.492;0.185;1.675;1.226;0.744;0.749;195.05;0.16;1.207;0.55;2.2;3.6;3.789;0
426;0.336;0.129;1.427;1.446;0.773;0.781;192.65;0.106;0.707;0;0;4.95;3.667;0
428;0.459;0.194;2.175;1.66;0.676;0.646;183.35;0.094;1.225;2.601;2.261;17.205;5.733;0
429;0.335;0.149;2.442;1.746;0.698;0.677;180.35;0.084;0.833;2.3;1.484;10.4;6.118;0
430;0.369;0.161;1.788;1.67;0.633;0.598;182.55;0.067;0.965;3.205;1.939;21.883;5.265;0
431;0.253;0.112;1.417;1.709;0.713;0.687;192.4;0.072;0.598;1.3;1.3;4.45;4.238;0
432;0.187;0.085;1.593;1.621;0.722;0.699;182.2;0.043;0.437;1.35;1.588;11.25;3.947;0
433;0.256;0.118;1.261;1.454;0.762;0.74;183.1;0.087;0.551;0.8;1.6;1.7;2.615;0
434;0.24;0.115;1.334;1.377;0.745;0.725;180.9;0.086;0.518;1.35;1.929;0;0;0
435;;;;;;;;;;;;;;
436;0.814;0.322;1.939;1.312;0.739;0.743;200.5;0.284;2.01;1.05;1.909;0.05;1;0
437;0.769;0.303;1.561;1.321;0.739;0.748;200.9;0.263;2.002;1.25;1.923;0;0;0
438;0.712;0.29;1.631;1.427;0.715;0.702;197.75;0.197;1.824;1.6;1.524;1.55;3.875;0
439;0.755;0.309;1.343;1.247;0.748;0.72;200.05;0.272;1.708;0.55;1.571;0.15;1.5;0
440;0.733;0.301;1.653;1.211;0.76;0.763;198.15;0.254;1.725;0.6;1.5;0.05;1;0
441;;;;;;;;;;;;;;
442;0.681;0.296;1.71;1.354;0.691;0.655;194.75;0.211;1.697;1.95;1.345;2.75;2.292;0
443;0.639;0.287;2.26;1.473;0.67;0.625;191.75;0.179;1.572;2.6;1.368;7.9;4.27;0
444;;;;;;;;;;;;;;
445;0.743;0.269;1.884;1.024;0.815;0.834;201.9;0.337;1.556;0.05;1;0;0;0
446;0.745;0.271;1.966;1.06;0.803;0.815;200.75;0.32;1.571;0.2;1;0;0;0
447;0.386;0.156;0.875;1.012;0.656;0.621;187.1;0.122;0.83;2.85;1.326;7.15;4.206;0
448;0.618;0.234;1.505;1.041;0.767;0.756;199.55;0.255;1.345;0.7;1.167;0;0;0
449;0.537;0.205;2.141;1.499;0.696;0.698;200.85;0.13;1.369;2.8;2.333;7.75;4.079;0
450;0.641;0.252;2.179;1.394;0.67;0.643;198.55;0.175;1.603;3.5;1.75;6.55;4.517;0
451;0.43;0.178;1.586;1.419;0.645;0.604;190.1;0.116;1.122;4;1.633;8.2;3.565;0
452;0.501;0.202;1.385;1.124;0.749;0.738;191.95;0.196;1.079;1.65;1.435;2.05;5.857;0
453;;;;;;;;;;;;;;
454;0.993;0.349;1.093;1.057;0.813;0.847;199.85;0.455;2.116;0.1;1;0;0;0
455;0.41;0.192;2.128;1.687;0.549;0.502;181.95;0.067;1.103;7.4;1.741;26.75;6.369;0
456;0.599;0.245;1.652;1.186;0.756;0.754;196.35;0.244;1.287;1.407;1.4;0.151;1;0
457;0.652;0.25;2.226;1.371;0.768;0.772;193.45;0.237;1.442;0.2;1;1.25;2.273;0
458;0.617;0.243;2.703;1.465;0.713;0.679;199.7;0.193;1.486;1.253;1.389;2.104;3.5;0
459;;;;;;;;;;;;;;
460;0.401;0.172;2.707;1.454;0.701;0.67;191.85;0.117;0.981;2.05;1.519;3.3;2.357;0
461;0.355;0.158;2.158;1.535;0.756;0.751;182.65;0.094;0.789;0.8;1.778;10.65;8.192;0
462;0.283;0.131;2.08;1.408;0.702;0.679;183.3;0.065;0.686;2.65;1.71;14;8.75;0
463;0.364;0.161;1.201;1.441;0.697;0.666;189.5;0.096;0.866;2.45;2.042;10;3.571;0
464;;;;;;;;;;;;;;
465;;;;;;;;;;;;;;
466;;;;;;;;;;;;;;
467;0.247;0.117;3.028;1.739;0.474;0.419;175.15;0.043;0.661;9.6;1.939;26.4;5.933;0
468;0.242;0.116;3.321;1.75;0.495;0.434;173.55;0.043;0.625;8.1;2;24.15;5.25;0
469;0.526;0.216;2.641;1.65;0.687;0.673;188;0.116;1.345;2.55;2.125;14.25;5.182;0
470;0.441;0.195;2.351;1.761;0.704;0.686;185.1;0.115;1.07;1.45;1.526;8.45;4.568;0
471;3.241;0.868;1.496;2.442;0.628;0.48;240.7;0.731;8.435;0.15;1;8.85;9.316;0
472;2.145;0.571;1.082;1.894;0.697;0.701;237.1;0.501;5.922;0.25;1;9.9;1.96;0
473;2.345;0.631;0.718;1.84;0.721;0.677;237.45;0.687;5.683;0.05;1;1.4;1.333;0
474;2.144;0.587;0.506;1.685;0.748;0.729;234.55;0.734;4.902;0.05;1;0.3;1.2;0
475;3.057;0.821;1.045;1.866;0.75;0.805;236.5;0.963;7.624;0;0;0.45;4.5;0
476;2.909;0.772;1.35;2.336;0.708;0.762;239.5;0.666;8.18;0.05;1;10.6;19.273;0
477;;;;;;;;;;;;;;
478;;;;;;;;;;;;;;
479;2.535;0.689;0.788;2.151;0.715;0.76;239.2;0.681;6.856;0.05;1;0;0;0
480;1.641;0.502;0.728;2.401;0.63;0.629;226.2;0.259;4.998;0.75;1.154;29.5;12.826;0
481;;;;;;;;;;;;;;
482;1.816;0.534;0.763;1.868;0.748;0.779;230.15;0.603;4.269;0.1;1;0.15;1;0
483;;;;;;;;;;;;;;
484;1.709;0.509;0.654;1.75;0.751;0.781;230.25;0.599;3.953;0.25;1.25;0;0;0
485;;;;;;;;;;;;;;
486;1.73;0.494;0.67;1.524;0.774;0.818;224.65;0.692;4.116;0;0;0.05;1;0
487;1.706;0.506;0.209;1.731;0.764;0.799;228.9;0.616;3.818;0.05;1;0;0;0
488;1.315;0.426;1.446;1.199;0.81;0.841;211.05;0.628;2.668;0.1;1;0;0;0
489;;;;;;;;;;;;;;
490;1.993;0.573;0.688;1.299;0.809;0.869;216.85;0.888;4.106;0;0;0;0;0
491;1.702;0.493;0.663;1.65;0.769;0.827;214.4;0.588;3.912;0;0;0;0;0
492;;;;;;;;;;;;;;
493;2.771;0.755;1.965;1.973;0.645;0.631;210.15;0.785;7.677;1.65;1.737;0.65;4.333;0
494;1.71;0.492;1.82;1.409;0.758;0.777;206.55;0.707;3.961;0.65;1.182;0;0;0
495;;;;;;;;;;;;;;
496;1.286;0.351;0.673;1.338;0.78;0.809;197.8;0.497;2.867;0.3;1.5;0;0;0
497;1.496;0.433;1.665;1.38;0.758;0.771;203.2;0.644;3.413;0.3;1;0;0;0
498;1.503;0.426;1.162;1.268;0.847;0.936;213.3;0.66;2.953;0;0;0;0;0
499;1.54;0.46;0.911;1.501;0.777;0.802;221.25;0.612;3.353;0;0;0;0;0
500;1.151;0.425;0.02;1.708;0.719;0.728;209.25;0.351;2.94;1.3;2.889;7.6;15.2;0
501;1.48;0.45;0.579;1.544;0.78;0.807;220.95;0.595;3.161;0;0;0;0;0
503;1.469;0.45;0.481;1.487;0.785;0.814;220.55;0.594;3.14;0;0;0;0;0
504;;;;;;;;;;;;;;
505;1.031;0.366;1.999;1.643;0.681;0.667;209.25;0.309;2.676;2.75;2.5;1.8;18;0
506;;;;;;;;;;;;;;
507;0.986;0.36;1.645;1.781;0.62;0.461;195.25;0.219;2.533;1.6;1.524;13.1;2.113;0
508;;;;;;;;;;;;;;
509;1.379;0.45;1.985;1.735;0.637;0.582;186.75;0.352;3.717;2.4;1.6;6.55;3.447;0
510;1.955;0.68;0.756;1.301;0.77;0.771;213.6;0.807;4.259;0.55;1.375;0;0;0
511;;;;;;;;;;;;;;
512;1.084;0.361;2.191;2.195;0.52;0.463;165.2;0.153;3.392;7.15;1.744;35.5;6.514;0
513;1.437;0.503;1.073;1.335;0.749;0.732;204.4;0.599;3.245;0.75;1.364;0;0;0
514;0.814;0.287;1.345;2.361;0.605;0.54;183.4;0.088;2.313;3.903;1.814;54.838;7.559;0
515;1.216;0.43;1.416;1.24;0.719;0.698;193;0.43;2.91;1.65;1.5;0;0;0
516;;;;;;;;;;;;;;
517;;;;;;;;;;;;;;
518;1.012;0.369;1.553;1.4;0.657;0.625;183.65;0.316;2.59;3.85;1.51;1.8;2.769;0
519;1.131;0.398;2.173;1.57;0.65;0.617;179.6;0.344;3.017;3.2;1.455;2;3.333;0
520;0.627;0.278;2.361;3.075;0.394;0.318;178.25;0.042;2.324;20.25;2.288;99.45;8.879;0
521;1.325;0.429;1.257;1.387;0.781;0.796;214.5;0.574;2.787;0.05;1;0;0;0
523;0.54;0.246;2.106;2.23;0.475;0.403;166.75;0.052;1.841;10.15;1.781;49.55;7.451;0
524;;;;;;;;;;;;;;
525;;;;;;;;;;;;;;
526;1.908;0.529;1.175;1.711;0.782;0.861;232.8;0.747;4.481;0;0;0;0;0
527;;;;;;;;;;;;;;
528;4.361;1.124;0.53;5.392;0.65;0.658;274.35;0.402;14.738;11.45;2.337;131.8;59.909;0
529;4.86;1.182;0.575;6.208;0.618;0.634;285.2;0.285;18.287;49.65;6.055;158.4;75.429;0
530;3.185;0.806;0.541;4.482;0.688;0.72;270.65;0.46;9.946;2.25;1.607;81.35;36.977;0
531;7.117;1.686;0.352;7.636;0.595;0.58;283.25;0.182;26.88;68.2;7.454;173.55;53.4;0
532;6.274;1.476;0.258;6.691;0.619;0.609;277.65;0.27;22.284;39.75;4.119;155.9;47.969;0
533;3.389;0.832;0.912;4.332;0.69;0.72;269.3;0.533;10.485;2;1.25;70.7;31.422;0
534;2.654;0.737;1.228;3.484;0.702;0.773;257.4;0.507;7.934;0.55;1.571;27.9;8.455;0
535;4.485;1.034;0.931;4.71;0.688;0.755;275.55;0.527;14.277;3.15;1.658;106.65;53.325;0
536;3.337;0.773;1.16;4.587;0.677;0.743;274.9;0.424;11.182;8.45;2.561;95.5;40.638;0
537;2.795;0.712;1.076;3.932;0.718;0.768;264.4;0.506;8.075;0.35;1.167;33.4;11.322;0
538;2.476;0.649;0.904;3.211;0.743;0.801;258;0.591;6.568;0.1;2;1.7;2.267;0
539;2.715;0.692;0.823;2.557;0.699;0.736;252.05;0.695;8.201;1.5;1.429;0.1;2;0
540;2.414;0.632;0.993;3.084;0.744;0.798;256;0.614;6.253;0.1;2;0.55;1.375;0
541;2.24;0.59;1.103;2.817;0.753;0.81;252.5;0.644;5.557;0.05;1;0;0;0
542;;;;;;;;;;;;;;
543;1.64;0.392;1.433;2.737;0.707;0.744;249.55;0.429;4.59;0.35;1.4;0.6;6;0
544;2.183;0.542;1.337;1.412;0.735;0.663;233.85;0.712;4.97;0;0;1.75;1.207;0
545;3.579;0.927;0.704;3.459;0.692;0.752;257.45;0.683;10.397;1.05;1.5;27.3;15.6;0
546;;;;;;;;;;;;;;
547;2.067;0.527;1.285;1.657;0.747;0.725;237.55;0.724;4.799;0.1;1;0.3;1.2;0
548;2.49;0.651;1.175;1.828;0.75;0.72;242.15;0.827;5.727;0.05;1;0.75;1.364;0
549;1.632;0.463;0.784;1.968;0.749;0.811;235.8;0.529;4.045;0.35;1;0;0;0
550;1.549;0.478;1.913;1.654;0.735;0.764;221.3;0.563;3.741;0.1;1;0;0;0
551;;;;;;;;;;;;;;
552;0.678;0.183;1.121;2.445;0.579;0.569;234.85;0.108;1.986;5;1.587;36.85;14.173;0
553;;;;;;;;;;;;;;
554;;;;;;;;;;;;;;
555;1.449;0.484;1.583;1.485;0.725;0.743;202.45;0.534;3.594;0.6;1.5;0;0;0
556;1.345;0.447;1.718;1.417;0.768;0.838;201.65;0.507;3.056;0;0;0;0;0
557;1.404;0.429;1.671;1.723;0.728;0.768;217;0.471;3.371;0.15;1;0;0;0
558;2.29;0.62;1.257;1.805;0.764;0.756;239.15;0.79;5.11;0;0;0;0;0
559;;;;;;;;;;;;;;
560;2.308;0.731;0.738;0.849;0.883;0.915;183.5;1.433;3.767;0;0;0;0;0
561;;;;;;;;;;;;;;
562;1.65;0.531;0.615;0.923;0.855;0.877;179.25;0.966;2.952;0;0;0;0;0
563;1.438;0.453;1.052;1.129;0.851;0.937;176.55;0.726;2.681;0;0;0;0;0
564;1.069;0.327;1.5;1.475;0.75;0.758;184.65;0.377;2.475;0.4;1.6;0.3;2;0
565;2.375;0.576;1.499;1.922;0.681;0.736;215.85;0.708;6.69;1;2;0.9;9;0
566;2.421;0.566;1.885;1.771;0.698;0.769;202.9;0.726;6.359;1.6;2.286;0.6;2.4;0
567;2.485;0.56;1.963;1.571;0.69;0.736;192.95;0.784;6.233;2.45;2.333;1.45;7.25;0
568;1.934;0.466;1.799;1.232;0.758;0.783;171.35;0.857;4.256;1.15;1.278;0;0;0
569;2.612;0.59;1.712;1.567;0.696;0.726;184.9;0.921;6.345;2.05;2.05;0;0;0
570;3.268;0.704;1.576;1.389;0.697;0.711;177.8;1.258;7.596;2.65;1.71;0.65;13;0
571;2.691;0.611;1.739;1.438;0.705;0.73;181.05;1.033;6.392;2;1.905;0;0;0
572;3.201;0.898;0.799;1.324;0.783;0.82;177.45;1.498;6.619;0.35;1;0;0;0
573;;;;;;;;;;;;;;
574;2.337;0.714;1.185;1.511;0.653;0.624;172.9;0.892;6.072;2.3;1.484;0;0;0
575;1.561;0.52;1.06;2.081;0.716;0.755;214.15;0.438;3.88;0.3;1.5;2.7;7.714;0
576;1.45;0.484;1.185;2.042;0.714;0.753;214.25;0.406;3.649;0.45;2.25;4.4;9.778;0
577;;;;;;;;;;;;;;
578;1.143;0.389;1.402;1.867;0.729;0.767;204.2;0.335;2.789;0.4;2;3.5;7.778;0
579;1.125;0.389;0.935;1.54;0.771;0.799;204.9;0.433;2.541;0;0;0.352;2.333;0
580;;;;;;;;;;;;;;
581;0.933;0.327;0.779;1.203;0.791;0.806;195.4;0.425;1.942;0.05;1;0;0;0
582;;;;;;;;;;;;;;
583;0.455;0.175;1.434;1.461;0.777;0.785;187.85;0.179;0.964;0.05;1;0;0;0
584;0.954;0.34;1.139;1.344;0.786;0.803;199.85;0.41;2.032;0.1;2;0;0;0
585;;;;;;;;;;;;;;
586;1.062;0.373;0.602;1.083;0.827;0.831;205.25;0.535;1.997;0;0;0;0;0
587;0.952;0.355;1.23;1.167;0.836;0.857;203.9;0.472;1.788;0;0;0;0;0
588;0.83;0.279;1.218;1.793;0.692;0.682;172.8;0.246;2.147;1.35;2.455;2.65;3.533;0
589;0.752;0.294;1.256;1.189;0.822;0.843;182.45;0.35;1.474;0.3;3;0;0;0
590;;;;;;;;;;;;;;
591;0.84;0.282;2.478;2.457;0.617;0.618;145.25;0.114;2.544;3.55;3.227;40.55;8.11;0
592;;;;;;;;;;;;;;
593;;;;;;;;;;;;;;
594;;;;;;;;;;;;;;
595;0.614;0.19;1.91;1.195;0.765;0.762;174.2;0.215;1.368;1.25;3.571;1.85;2.846;0
596;0.943;0.281;1.476;1.94;0.704;0.736;161.95;0.22;2.653;0.45;9;11.85;5.267;0
597;0.899;0.308;1.016;1.314;0.778;0.806;163.75;0.385;2.084;0.25;5;0;0;0
598;0.943;0.334;1.295;1.233;0.812;0.842;186.1;0.46;1.866;0.15;3;0;0;0
599;;;;;;;;;;;;;;
600;;;;;;;;;;;;;;
601;1.023;0.394;1.254;1.03;0.831;0.843;193.85;0.493;1.922;0.05;1;0;0;0
602;;;;;;;;;;;;;;
603;;;;;;;;;;;;;;
604;;;;;;;;;;;;;;
605;1.122;0.387;1.231;1.281;0.795;0.804;207.65;0.509;2.303;0;0;0;0;0
606;1.046;0.379;1.395;1.491;0.79;0.814;205.5;0.411;2.138;0.25;2.5;0.1;1;0
607;1.016;0.36;1.481;1.242;0.791;0.795;208.3;0.464;2.096;0.15;1.5;0;0;0
608;;;;;;;;;;;;;;
609;1.031;0.365;1.109;1.205;0.807;0.817;203.35;0.488;2.012;0.2;2;0;0;0
610;1.403;0.414;1.362;1.339;0.74;0.723;184.95;0.564;3.087;0.05;1;0;0;0
611;1.254;0.39;1.533;1.17;0.767;0.752;183.6;0.564;2.651;0;0;0;0;0
612;1.135;0.373;1.505;1.189;0.762;0.748;177.7;0.493;2.389;0;0;0;0;0
